Transaction_ID,Date,Store_Name,City,Customer_Name,Gender,Segment,Product_Name,Category,Size,Quantity,Unit_Price,Employee_Name,Position
TRX-20250124-04510,2025-01-24,Pramice Central Mall,Jakarta Pusat,Joko Widodo 100,Male,Student,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Siska Dewi,Cashier
TRX-20250124-04511,2025-01-24,Pramice Central Mall,Jakarta Pusat,Maya Sari 20,Male,Regular,Cookies & Cream Cone,Cone,Large,3,20000,Nadia Fitri,Barista
TRX-20250124-04512,2025-01-24,Pramice Sunset Road,Badung,Budi Santoso 15,Female,Member,Vanilla Velvet Cone,Cone,Regular,1,15000,Nadia Fitri,Barista
TRX-20250124-04513,2025-01-24,Pramice Braga Street,Bandung,Budi Santoso 74,Female,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Bayu Pratama,Store Supervisor
TRX-20250124-04514,2025-01-24,Pramice Braga Street,Bandung,Dewi Lestari 87,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Nadia Fitri,Barista
TRX-20250124-04515,2025-01-24,Pramice Braga Street,Bandung,Anisa Putri 71,Female,Student,Cookies & Cream Cone,Cone,Large,1,20000,Rian Hidayat,Cashier
TRX-20250124-04516,2025-01-24,Pramice South Hills,Jakarta Selatan,Fajar Nugroho 70,Female,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Nadia Fitri,Barista
TRX-20250124-04517,2025-01-24,Pramice South Hills,Jakarta Selatan,Rina Melati 59,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Siska Dewi,Cashier
TRX-20250124-04518,2025-01-24,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 65,Male,Regular,Matcha Green Tea Scoop,Scoop,Regular,3,22000,Bayu Pratama,Store Supervisor
TRX-20250124-04519,2025-01-24,Pramice Braga Street  ,Bandung,Anisa Putri 33,Female,Student,Vanilla Velvet Cone,Cone,Regular,4,15000,Bayu Pratama,Store Supervisor
TRX-20250124-04520,2025-01-24,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 58,Male,Regular,Double Choco Fudge,Scoop,Large,3,25000,Nadia Fitri,Barista
TRX-20250124-04521,2025-01-24,Pramice Central Mall,Jakarta Pusat,Ahmad Fauzi 69,Male,Member,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Rian Hidayat,Cashier
TRX-20250125-04522,2025-01-25,Pramice South Hills,Jakarta Selatan,Rina Melati 54,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Rian Hidayat,Cashier
TRX-20250125-04523,2025-01-25,Pramice South Hills,Jakarta Selatan,Maya Sari 48,Female,Student,Cookies & Cream Cone,Cone,Large,1,20000,Rian Hidayat,Cashier
TRX-20250125-04524,2025-01-25,Pramice South Hills,Jakarta Selatan,Siti Rahma 47,Male,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Rian Hidayat,Cashier
TRX-20250125-04525,2025-01-25,Pramice Central Mall,Jakarta Pusat,Budi Santoso 77,Female,Member,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Nadia Fitri,Barista
TRX-20250125-04526,2025-01-25,Pramice Sunset Road,Badung,Siti Rahma 43,Male,Student,Cookies & Cream Cone,Cone,Large,1,20000,Rian Hidayat,Cashier
TRX-20250125-04527,2025-01-25,Pramice Central Mall  ,Jakarta Pusat,Ahmad Fauzi 80,Female,Student,Cookies & Cream Cone,Cone,Large,2,20000,Rian Hidayat,Cashier
TRX-20250125-04528,2025-01-25,Pramice Braga Street,Bandung,Eko Prasetyo 82,Male,Member,Cookies & Cream Cone,Cone,Large,1,20000,Rian Hidayat,Cashier
TRX-20250125-04529,2025-01-25,Pramice Braga Street,Bandung,Siti Rahma 13,Female,Member,Cookies & Cream Cone,Cone,Large,2,20000,Nadia Fitri,Barista
TRX-20250125-04530,2025-01-25,Pramice Central Mall,Jakarta Pusat,Fajar Nugroho 7,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Nadia Fitri,Barista
TRX-20250126-04531,2025-01-26,Pramice Sunset Road,Badung,Maya Sari 33,Female,Member,Cookies & Cream Cone,Cone,Large,2,20000,Rian Hidayat,Cashier
TRX-20250126-04532,2025-01-26,Pramice Braga Street,Bandung,Budi Santoso 1,Male,Regular,Double Choco Fudge,Scoop,Large,1,25000,Bayu Pratama,Store Supervisor
TRX-20250126-04533,2025-01-26,Pramice Braga Street,Bandung,Maya Sari 45,Female,Regular,Vanilla Velvet Cone,Cone,Regular,2,15000,Nadia Fitri,Barista
TRX-20250126-04534,2025-01-26,Pramice Braga Street,Bandung,Siti Rahma 83,Female,Student,Matcha Green Tea Scoop,Scoop,Regular,4,22000,Bayu Pratama,Store Supervisor
TRX-20250126-04535,2025-01-26,Pramice South Hills,Jakarta Selatan,Maya Sari 10,Male,Regular,Double Choco Fudge,Scoop,Large,1,25000,Bayu Pratama,Store Supervisor
TRX-20250126-04536,2025-01-26,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 80,Male,Member,Double Choco Fudge,Scoop,Large,3,25000,Bayu Pratama,Store Supervisor
TRX-20250126-04537,2025-01-26,Pramice Central Mall,Jakarta Pusat,Joko Widodo 74,Male,Member,Mango Tango Milkshake,Milkshake,Large,2,35000,Bayu Pratama,Store Supervisor
TRX-20250126-04538,2025-01-26,Pramice Sunset Road,Badung,Dewi Lestari 34,Female,Member,Cookies & Cream Cone,Cone,Large,2,20000,Bayu Pratama,Store Supervisor
TRX-20250126-04539,2025-01-26,Pramice Central Mall,Jakarta Pusat,Rina Melati 41,Female,Member,Vanilla Velvet Cone,Cone,Regular,2,15000,Rian Hidayat,Cashier
TRX-20250126-04540,2025-01-26,Pramice Sunset Road,Badung,Fajar Nugroho 80,Female,Member,Vanilla Velvet Cone,Cone,Regular,3,15000,Siska Dewi,Cashier
TRX-20250127-04541,2025-01-27,Pramice Braga Street,Bandung,Dewi Lestari 65,Female,Regular,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Rian Hidayat,Cashier
TRX-20250127-04542,2025-01-27,Pramice Sunset Road,Badung,Joko Widodo 19,Male,Member,Double Choco Fudge,Scoop,Large,2,25000,Siska Dewi,Cashier
TRX-20250127-04543,2025-01-27,Pramice Sunset Road  ,Badung,Eko Prasetyo 74,Female,Member,Cookies & Cream Cone,Cone,Large,1,20000,Nadia Fitri,Barista
TRX-20250127-04544,2025-01-27,Pramice South Hills,Jakarta Selatan,Eko Prasetyo 2,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Rian Hidayat,Cashier
TRX-20250127-04545,2025-01-27,Pramice Sunset Road,Badung,Joko Widodo 79,Male,Member,Mango Tango Milkshake,Milkshake,Large,3,35000,Siska Dewi,Cashier
TRX-20250127-04546,2025-01-27,Pramice South Hills,Jakarta Selatan,Anisa Putri 67,Male,Student,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Bayu Pratama,Store Supervisor
TRX-20250127-04547,2025-01-27,Pramice Braga Street,Bandung,Anisa Putri 65,Male,Member,Double Choco Fudge,Scoop,Large,1,25000,Bayu Pratama,Store Supervisor
TRX-20250127-04548,2025-01-27,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 54,Male,Student,Cookies & Cream Cone,Cone,Large,2,20000,Siska Dewi,Cashier
TRX-20250127-04549,2025-01-27,Pramice Sunset Road,Badung,Rina Melati 11,Male,Regular,Vanilla Velvet Cone,Cone ,Regular,2,15000,Rian Hidayat,Cashier
TRX-20250127-04550,2025-01-27,Pramice South Hills,Jakarta Selatan,Anisa Putri 37,Female,Member,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Rian Hidayat,Cashier
TRX-20250127-04551,2025-01-27,Pramice Braga Street,Bandung,Dewi Lestari 12,Female,Student,Double Choco Fudge,Scoop,Large,2,25000,Nadia Fitri,Barista
TRX-20250128-04552,2025-01-28,Pramice South Hills,Jakarta Selatan,Maya Sari 70,Male,Regular,Mango Tango Milkshake,Milkshake,Large,2,35000,Siska Dewi,Cashier
TRX-20250128-04553,2025-01-28,Pramice Braga Street,Bandung,Rina Melati 89,Male,Student,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Nadia Fitri,Barista
TRX-20250128-04554,2025-01-28,Pramice Sunset Road,Badung,Rina Melati 21,Female,Regular,Strawberry Breeze Sundae,Sundae,Medium,3,30000,Rian Hidayat,Cashier
TRX-20250128-04555,2025-01-28,Pramice South Hills,Jakarta Selatan,Joko Widodo 33,Male,Student,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Nadia Fitri,Barista
TRX-20250128-04556,2025-01-28,Pramice Central Mall,Jakarta Pusat,Eko Prasetyo 72,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Rian Hidayat,Cashier
TRX-20250128-04557,2025-01-28,Pramice Sunset Road,Badung,Eko Prasetyo 5,Male,Student,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Rian Hidayat,Cashier
TRX-20250128-04558,2025-01-28,Pramice South Hills,Jakarta Selatan,Joko Widodo 2,Male,Member,Mango Tango Milkshake,Milkshake,Large,2,35000,Nadia Fitri,Barista
TRX-20250128-04559,2025-01-28,Pramice Central Mall,Jakarta Pusat,Dewi Lestari 54,Male,Member,Vanilla Velvet Cone,Cone,Regular,1,15000,Siska Dewi,Cashier
TRX-20250128-04560,2025-01-28,Pramice Braga Street,Bandung,Budi Santoso 81,Female,Student,Double Choco Fudge,Scoop,Large,1,25000,Bayu Pratama,Store Supervisor
TRX-20250128-04561,2025-01-28,Pramice Central Mall  ,Jakarta Pusat,Budi Santoso 98,Male,Regular,Cookies & Cream Cone,Cone,Large,3,20000,Nadia Fitri,Barista
TRX-20250128-04562,2025-01-28,Pramice South Hills,Jakarta Selatan,,Female,Student,Double Choco Fudge,Scoop,Large,1,25000,Nadia Fitri,Barista
TRX-20250128-04563,2025-01-28,Pramice Sunset Road,Badung,Anisa Putri 27,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,3,30000,Bayu Pratama,Store Supervisor
TRX-20250128-04564,2025-01-28,Pramice Braga Street,Bandung,Fajar Nugroho 28,Male,Regular,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Nadia Fitri,Barista
TRX-20250129-04565,2025-01-29,Pramice Sunset Road,Badung,Dewi Lestari 90,Male,Student,Double Choco Fudge,Scoop,Large,4,25000,Bayu Pratama,Store Supervisor
TRX-20250129-04566,2025-01-29,Pramice Braga Street  ,Bandung,Siti Rahma 23,Male,Student,Mango Tango Milkshake,Milkshake,Large,2,35000,Bayu Pratama,Store Supervisor
TRX-20250129-04567,2025-01-29,Pramice Braga Street,Bandung,Maya Sari 22,Male,Student,Strawberry Breeze Sundae,Sundae,Medium,4,30000,Nadia Fitri,Barista
TRX-20250129-04568,2025-01-29,Pramice South Hills,Jakarta Selatan,Anisa Putri 80,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Bayu Pratama,Store Supervisor
TRX-20250129-04569,2025-01-29,Pramice Central Mall  ,Jakarta Pusat,Fajar Nugroho 63,Male,Member,Double Choco Fudge,Scoop,Large,2,25000,Rian Hidayat,Cashier
TRX-20250129-04570,2025-01-29,Pramice South Hills,Jakarta Selatan,Fajar Nugroho 41,Male,Regular,Double Choco Fudge,Scoop,Large,2,25000,Nadia Fitri,Barista
TRX-20250129-04571,2025-01-29,Pramice Braga Street,Bandung,Siti Rahma 34,Female,Member,Double Choco Fudge,Scoop,Large,1,25000,Rian Hidayat,Cashier
TRX-20250129-04572,2025-01-29,Pramice Central Mall  ,Jakarta Pusat,Maya Sari 2,Female,Regular,Mango Tango Milkshake,Milkshake,Large,1,35000,Rian Hidayat,Cashier
TRX-20250130-04573,2025-01-30,Pramice Braga Street,Bandung,Rina Melati 97,Male,Regular,Mango Tango Milkshake,Milkshake,Large,1,35000,Siska Dewi,Cashier
TRX-20250130-04574,2025-01-30,Pramice Central Mall,Jakarta Pusat,Anisa Putri 85,Male,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Siska Dewi,Cashier
TRX-20250130-04575,2025-01-30,Pramice Central Mall,Jakarta Pusat,Siti Rahma 1,Female,Member,Mango Tango Milkshake,Milkshake,Large,2,35000,Bayu Pratama,Store Supervisor
TRX-20250130-04576,2025-01-30,Pramice Braga Street,Bandung,Ahmad Fauzi 64,Female,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Nadia Fitri,Barista
TRX-20250130-04577,2025-01-30,Pramice Central Mall,Jakarta Pusat,Rina Melati 89,Male,Regular,Matcha Green Tea Scoop,Scoop,Regular,4,22000,Siska Dewi,Cashier
TRX-20250130-04578,2025-01-30,Pramice Braga Street,Bandung,Ahmad Fauzi 54,Female,Regular,Cookies & Cream Cone,Cone,Large,1,20000,Siska Dewi,Cashier
TRX-20250130-04579,2025-01-30,Pramice Braga Street,Bandung,Budi Santoso 32,Female,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Nadia Fitri,Barista
TRX-20250130-04580,2025-01-30,Pramice South Hills,Jakarta Selatan,Maya Sari 4,Female,Member,Double Choco Fudge,Scoop,Large,1,25000,Siska Dewi,Cashier
TRX-20250130-04581,2025-01-30,Pramice South Hills,Jakarta Selatan,Joko Widodo 62,Male,Student,Strawberry Breeze Sundae,Sundae,Medium,3,30000,Rian Hidayat,Cashier
TRX-20250131-04582,2025-01-31,Pramice Braga Street,Bandung,Maya Sari 31,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Siska Dewi,Cashier
TRX-20250131-04583,2025-01-31,Pramice Sunset Road,Badung,Dewi Lestari 26,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Bayu Pratama,Store Supervisor
TRX-20250131-04584,2025-01-31,Pramice Central Mall,Jakarta Pusat,Eko Prasetyo 14,Male,Student,Mango Tango Milkshake,Milkshake,Large,1,35000,Bayu Pratama,Store Supervisor
TRX-20250131-04585,2025-01-31,Pramice Sunset Road,Badung,Siti Rahma 83,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Siska Dewi,Cashier
TRX-20250131-04586,2025-01-31,Pramice South Hills,Jakarta Selatan,Rina Melati 99,Female,Student,Mango Tango Milkshake,Milkshake,Large,2,35000,Bayu Pratama,Store Supervisor
TRX-20250131-04587,2025-01-31,Pramice Braga Street,Bandung,Ahmad Fauzi 83,Male,Regular,Cookies & Cream Cone,Cone,Large,2,20000,Bayu Pratama,Store Supervisor
TRX-20250131-04588,2025-01-31,Pramice Central Mall,Jakarta Pusat,Budi Santoso 22,Male,Member,Double Choco Fudge,Scoop,Large,4,25000,Siska Dewi,Cashier
TRX-20250131-04589,2025-01-31,Pramice Central Mall,Jakarta Pusat,Siti Rahma 77,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Rian Hidayat,Cashier
TRX-20250131-04590,2025-01-31,Pramice South Hills,Jakarta Selatan,Rina Melati 61,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Nadia Fitri,Barista
TRX-20250131-04591,2025-01-31,Pramice South Hills,Jakarta Selatan,Maya Sari 26,Female,Member,Cookies & Cream Cone,Cone,Large,1,20000,Bayu Pratama,Store Supervisor
TRX-20250131-04592,2025-01-31,Pramice Braga Street,Bandung,Budi Santoso 19,Female,Student,Double Choco Fudge,Scoop ,Large,4,25000,Rian Hidayat,Cashier
TRX-20250131-04593,2025-01-31,Pramice South Hills,Jakarta Selatan,Joko Widodo 30,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Bayu Pratama,Store Supervisor
TRX-20250131-04594,2025-01-31,Pramice South Hills,Jakarta Selatan,Maya Sari 15,Female,Member,Cookies & Cream Cone,Cone,Large,1,20000,Nadia Fitri,Barista
TRX-20250131-04595,2025-01-31,Pramice Sunset Road,Badung,Budi Santoso 72,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Rian Hidayat,Cashier
TRX-20250201-04596,2025-02-01,Pramice Sunset Road,Badung,Eko Prasetyo 41,Female,Regular,Matcha Green Tea Scoop,Scoop,Regular,3,22000,Siska Dewi,Cashier
TRX-20250201-04597,2025-02-01,Pramice South Hills,Jakarta Selatan,Maya Sari 5,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Rian Hidayat,Cashier
TRX-20250201-04598,2025-02-01,Pramice Central Mall,Jakarta Pusat,Joko Widodo 86,Female,Regular,Strawberry Breeze Sundae,Sundae ,Medium,1,30000,Nadia Fitri,Barista
TRX-20250201-04599,2025-02-01,Pramice Sunset Road,Badung,Eko Prasetyo 8,Male,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Nadia Fitri,Barista
TRX-20250201-04600,2025-02-01,Pramice South Hills,Jakarta Selatan,Joko Widodo 25,Male,Member,Cookies & Cream Cone,Cone,Large,1,20000,Rian Hidayat,Cashier
TRX-20250201-04601,2025-02-01,Pramice Sunset Road,Badung,Rina Melati 63,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Rian Hidayat,Cashier
TRX-20250201-04602,2025-02-01,Pramice Braga Street,Bandung,Fajar Nugroho 45,Female,Student,Mango Tango Milkshake,Milkshake,Large,1,35000,Rian Hidayat,Cashier
TRX-20250201-04603,2025-02-01,Pramice South Hills,Jakarta Selatan,Siti Rahma 80,Male,Student,Double Choco Fudge,Scoop,Large,1,25000,Nadia Fitri,Barista
TRX-20250201-04604,2025-02-01,Pramice Sunset Road,Badung,Budi Santoso 18,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Rian Hidayat,Cashier
TRX-20250201-04605,2025-02-01,Pramice Braga Street,Bandung,Fajar Nugroho 60,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Bayu Pratama,Store Supervisor
TRX-20250201-04606,2025-02-01,Pramice Sunset Road,Badung,Joko Widodo 84,Male,Student,Vanilla Velvet Cone,Cone,Regular,2,15000,Rian Hidayat,Cashier
TRX-20250201-04607,2025-02-01,Pramice Central Mall,Jakarta Pusat,Eko Prasetyo 66,Male,Regular,Mango Tango Milkshake,Milkshake,Large,1,35000,Siska Dewi,Cashier
TRX-20250201-04608,2025-02-01,Pramice Central Mall  ,Jakarta Pusat,Ahmad Fauzi 68,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Siska Dewi,Cashier
TRX-20250202-04609,2025-02-02,Pramice Sunset Road,Badung,Siti Rahma 69,Male,Member,Mango Tango Milkshake,Milkshake,Large,1,35000,Rian Hidayat,Cashier
TRX-20250202-04610,2025-02-02,Pramice Central Mall,Jakarta Pusat,Eko Prasetyo 2,Female,Regular,Strawberry Breeze Sundae,Sundae,Medium,3,30000,Siska Dewi,Cashier
TRX-20250202-04611,2025-02-02,Pramice Central Mall,Jakarta Pusat,Siti Rahma 3,Female,Student,Double Choco Fudge,Scoop,Large,1,25000,Bayu Pratama,Store Supervisor
TRX-20250202-04612,2025-02-02,Pramice Central Mall,Jakarta Pusat,Budi Santoso 95,Female,Regular,Mango Tango Milkshake,Milkshake,Large,3,35000,Rian Hidayat,Cashier
TRX-20250202-04613,2025-02-02,Pramice Central Mall,Jakarta Pusat,Joko Widodo 63,Female,Member,Mango Tango Milkshake,Milkshake,Large,3,35000,Bayu Pratama,Store Supervisor
TRX-20250202-04614,2025-02-02,Pramice Central Mall,Jakarta Pusat,Anisa Putri 66,Female,Member,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Siska Dewi,Cashier
TRX-20250202-04615,2025-02-02,Pramice Sunset Road,Badung,Anisa Putri 53,Female,Student,Cookies & Cream Cone,Cone,Large,1,20000,Bayu Pratama,Store Supervisor
TRX-20250202-04616,2025-02-02,Pramice Braga Street,Bandung,Ahmad Fauzi 30,Female,Regular,Double Choco Fudge,Scoop,Large,1,25000,Nadia Fitri,Barista
TRX-20250202-04617,2025-02-02,Pramice Central Mall,Jakarta Pusat,Budi Santoso 74,Female,Member,Double Choco Fudge,Scoop,Large,1,25000,Rian Hidayat,Cashier
TRX-20250202-04618,2025-02-02,Pramice Central Mall,Jakarta Pusat,Dewi Lestari 88,Female,Regular,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Rian Hidayat,Cashier
TRX-20250202-04619,2025-02-02,Pramice South Hills,Jakarta Selatan,Fajar Nugroho 50,Male,Student,Double Choco Fudge,Scoop,Large,2,25000,Nadia Fitri,Barista
TRX-20250202-04620,2025-02-02,Pramice Central Mall,Jakarta Pusat,Budi Santoso 61,Male,Student,Mango Tango Milkshake,Milkshake,Large,1,35000,Rian Hidayat,Cashier
TRX-20250202-04621,2025-02-02,Pramice South Hills,Jakarta Selatan,Dewi Lestari 94,Female,Regular,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Bayu Pratama,Store Supervisor
TRX-20250202-04622,2025-02-02,Pramice Sunset Road,Badung,Dewi Lestari 10,Female,Student,Double Choco Fudge,Scoop,Large,1,25000,Bayu Pratama,Store Supervisor
TRX-20250203-04623,2025-02-03,Pramice Braga Street,Bandung,,Female,Member,Vanilla Velvet Cone,Cone,Regular,3,15000,Rian Hidayat,Cashier
TRX-20250203-04624,2025-02-03,Pramice Sunset Road,Badung,Dewi Lestari 97,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Nadia Fitri,Barista
TRX-20250203-04625,2025-02-03,Pramice Sunset Road,Badung,Dewi Lestari 58,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Bayu Pratama,Store Supervisor
TRX-20250203-04626,2025-02-03,Pramice South Hills,Jakarta Selatan,Anisa Putri 30,Male,Regular,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Nadia Fitri,Barista
TRX-20250203-04627,2025-02-03,Pramice Sunset Road,Badung,Siti Rahma 6,Female,Student,Double Choco Fudge,Scoop,Large,2,25000,Siska Dewi,Cashier
TRX-20250203-04628,2025-02-03,Pramice Central Mall,Jakarta Pusat,Budi Santoso 56,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Bayu Pratama,Store Supervisor
TRX-20250203-04629,2025-02-03,Pramice Central Mall,Jakarta Pusat,Joko Widodo 37,Female,Student,Cookies & Cream Cone,Cone,Large,1,20000,Siska Dewi,Cashier
TRX-20250203-04630,2025-02-03,Pramice Central Mall,Jakarta Pusat,Eko Prasetyo 34,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Siska Dewi,Cashier
TRX-20250203-04631,2025-02-03,Pramice South Hills,Jakarta Selatan,Dewi Lestari 73,Male,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Bayu Pratama,Store Supervisor
TRX-20250203-04632,2025-02-03,Pramice South Hills,Jakarta Selatan,Budi Santoso 67,Female,Member,Mango Tango Milkshake,Milkshake,Large,1,35000,Siska Dewi,Cashier
TRX-20250204-04633,2025-02-04,Pramice Sunset Road,Badung,Siti Rahma 84,Female,Member,Mango Tango Milkshake,Milkshake,Large,1,35000,Rian Hidayat,Cashier
TRX-20250204-04634,2025-02-04,Pramice Braga Street,Bandung,Siti Rahma 72,Male,Regular,Double Choco Fudge,Scoop,Large,3,25000,Nadia Fitri,Barista
TRX-20250204-04635,2025-02-04,Pramice South Hills,Jakarta Selatan,Fajar Nugroho 90,Male,Student,Cookies & Cream Cone,Cone,Large,1,20000,Nadia Fitri,Barista
TRX-20250204-04636,2025-02-04,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 5,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Siska Dewi,Cashier
TRX-20250204-04637,2025-02-04,Pramice South Hills,Jakarta Selatan,Anisa Putri 10,Female,Member,Double Choco Fudge,Scoop,Large,1,25000,Bayu Pratama,Store Supervisor
TRX-20250204-04638,2025-02-04,Pramice Central Mall  ,Jakarta Pusat,Joko Widodo 53,Male,Regular,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Siska Dewi,Cashier
TRX-20250204-04639,2025-02-04,Pramice Braga Street,Bandung,Fajar Nugroho 23,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Rian Hidayat,Cashier
TRX-20250204-04640,2025-02-04,Pramice Sunset Road,Badung,Budi Santoso 97,Male,Regular,Cookies & Cream Cone,Cone,Large,2,20000,Siska Dewi,Cashier
TRX-20250204-04641,2025-02-04,Pramice Sunset Road,Badung,Maya Sari 32,Female,Regular,Matcha Green Tea Scoop,Scoop,Regular,3,22000,Bayu Pratama,Store Supervisor
TRX-20250204-04642,2025-02-04,Pramice South Hills,Jakarta Selatan,Anisa Putri 6,Male,Student,Double Choco Fudge,Scoop,Large,1,25000,Siska Dewi,Cashier
TRX-20250204-04643,2025-02-04,Pramice Central Mall,Jakarta Pusat,Ahmad Fauzi 87,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,3,30000,Nadia Fitri,Barista
TRX-20250205-04644,2025-02-05,Pramice Sunset Road,Badung,Siti Rahma 5,Female,Student,Matcha Green Tea Scoop,Scoop,Regular,4,22000,Nadia Fitri,Barista
TRX-20250205-04645,2025-02-05,Pramice Central Mall,Jakarta Pusat,Siti Rahma 57,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,4,30000,Bayu Pratama,Store Supervisor
TRX-20250205-04646,2025-02-05,Pramice Sunset Road,Badung,Fajar Nugroho 40,Female,Member,Mango Tango Milkshake,Milkshake,Large,1,35000,Nadia Fitri,Barista
TRX-20250205-04647,2025-02-05,Pramice Braga Street,Bandung,Dewi Lestari 62,Male,Member,Cookies & Cream Cone,Cone,Large,1,20000,Rian Hidayat,Cashier
TRX-20250205-04648,2025-02-05,Pramice South Hills,Jakarta Selatan,Siti Rahma 82,Male,Member,Mango Tango Milkshake,Milkshake,Large,2,35000,Bayu Pratama,Store Supervisor
TRX-20250205-04649,2025-02-05,Pramice Sunset Road,Badung,Eko Prasetyo 10,Female,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Bayu Pratama,Store Supervisor
TRX-20250205-04650,2025-02-05,Pramice South Hills,Jakarta Selatan,Rina Melati 61,Female,Regular,Cookies & Cream Cone,Cone,Large,3,20000,Siska Dewi,Cashier
TRX-20250205-04651,2025-02-05,Pramice Sunset Road,Badung,Anisa Putri 62,Female,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Nadia Fitri,Barista
TRX-20250205-04652,2025-02-05,Pramice South Hills,Jakarta Selatan,Fajar Nugroho 69,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Rian Hidayat,Cashier
TRX-20250206-04653,2025-02-06,Pramice South Hills  ,Jakarta Selatan,Joko Widodo 5,Male,Member,Mango Tango Milkshake,Milkshake,Large,1,35000,Nadia Fitri,Barista
TRX-20250206-04654,2025-02-06,Pramice Braga Street,Bandung,Siti Rahma 20,Female,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Rian Hidayat,Cashier
TRX-20250206-04655,2025-02-06,Pramice Central Mall,Jakarta Pusat,Budi Santoso 93,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Rian Hidayat,Cashier
TRX-20250206-04656,2025-02-06,Pramice Sunset Road,Badung,Budi Santoso 66,Female,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Siska Dewi,Cashier
TRX-20250206-04657,2025-02-06,Pramice Central Mall,Jakarta Pusat,Rina Melati 41,Male,Regular,Mango Tango Milkshake,Milkshake,Large,2,35000,Nadia Fitri,Barista
TRX-20250206-04658,2025-02-06,Pramice Braga Street,Bandung,Fajar Nugroho 93,Male,Student,Vanilla Velvet Cone,Cone,Regular,2,15000,Nadia Fitri,Barista
TRX-20250206-04659,2025-02-06,Pramice Sunset Road,Badung,Anisa Putri 87,Female,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Siska Dewi,Cashier
